Entity,Code,Year,Coal Consumption - TWh
Canada,CAN,1986,288.88306
Canada,CAN,1987,310.48444
Canada,CAN,1988,333.4186
Canada,CAN,1989,332.71832
Canada,CAN,1990,315.60306
Canada,CAN,1991,305.49612
Canada,CAN,1992,311.20917
Canada,CAN,1993,276.30972
Canada,CAN,1994,292.96918
Canada,CAN,1995,306.2336
Canada,CAN,1996,312.5264
Canada,CAN,1997,326.6361
Canada,CAN,1998,349.21582
Canada,CAN,1999,335.69028
Canada,CAN,2000,355.18832
Canada,CAN,2001,369.12305
Canada,CAN,2002,371.2714
Canada,CAN,2003,370.3575
Canada,CAN,2004,349.85416
Canada,CAN,2005,348345
Canada,CAN,2006,337.43332
Canada,CAN,2007,352.7697
Canada,CAN,2008,335.2303
Canada,CAN,2009,280.07834
Canada,CAN,2010,286.9853
Canada,CAN,2011,258.7261
Canada,CAN,2012,245.40973
Canada,CAN,2013,239.33694
Canada,CAN,2014,227.59917
Canada,CAN,2015,228.95917
Canada,CAN,2016,213.09778
Canada,CAN,2017,221.60472
Canada,CAN,2018,181.7225
Canada,CAN,2019,170.1786
Canada,CAN,2020,145.98361
Canada,CAN,2021,133.30167
Central America (BP),,1965,0.003638889
Central America (BP),,1966,0.018222222
Central America (BP),,1967,0.02563889
Central America (BP),,1968,0.018805556
Central America (BP),,1969,0.033385
Central America (BP),,1970,0.011111111
Central America (BP),,1971,0.018444445
Central America (BP),,1972,0.080525555
Central America (BP),,1973,0.11541889
Central America (BP),,1974,0.048084445
Central America (BP),,1975,0.012722222
Central America (BP),,1976,0.007638889
Central America (BP),,1977,0.015666667
Central America (BP),,1978,0.016166667
Central America (BP),,1979,0.024416666
Central America (BP),,1980,0.179445
Central America (BP),,1981,0.1756536
Central America (BP),,1982,0.039885
Central America (BP),,1983,0.032052223
Central America (BP),,1984,0.008805555
Central America (BP),,1985,0.26255694
Central America (BP),,1986,0.2724889
Central America (BP),,1987,0.29319027
Central America (BP),,1988,0.1507236
Central America (BP),,1989,0.39501777
Central America (BP),,1990,0.28023055
Central America (BP),,1991,0.39418444
Central America (BP),,1992,0.3629
Central America (BP),,1993,0.46846917
Central America (BP),,1994,0.47405165
Central America (BP),,1995,0.37101054
Central America (BP),,1996,0.9296408
Central America (BP),,1997,0.50070804
Central America (BP),,1998,0.5190764
Central America (BP),,1999,1.0279958
Central America (BP),,2000,3.0297291
Central America (BP),,2001,3.2164087
Central America (BP),,2002,3.9263513
Central America (BP),,2003,4.1006107
Central America (BP),,2004,4.3470693
Central America (BP),,2005,3.5734892
Central America (BP),,2006,3.8185322
Central America (BP),,2007,4.1507273
Central America (BP),,2008,4.3453126
Central America (BP),,2009,3.3785641
Central America (BP),,2010,4.301831
Central America (BP),,2011,6.4521413
Central America (BP),,2012,8.4232435
Central America (BP),,2013,10.958167
Central America (BP),,2014,11.69283
Central America (BP),,2015,14.802631
Central America (BP),,2016,16.214334
Central America (BP),,2017,11.502383
Central America (BP),,2018,14.452818
Central America (BP),,2019,19.669947
Central America (BP),,2020,18.204687
Central America (BP),,2021,24.153725
Chile,CHL,1965,13.54895
Chile,CHL,1966,13956
Chile,CHL,1967,13956
Chile,CHL,1968,13956
Chile,CHL,1969,13956
Chile,CHL,1970,14.92129
Chile,CHL,1971,14.40957
Chile,CHL,1972,11.90912
Chile,CHL,1973,12.93256
Chile,CHL,1974,12.25802
Chile,CHL,1975,9.79246
Chile,CHL,1976,9.8855
Chile,CHL,1977,10.64145
Chile,CHL,1978,10.37396
Chile,CHL,1979,11.47881
Chile,CHL,1980,12.6767
Chile,CHL,1981,12.65344
Chile,CHL,1982,8.43175
Chile,CHL,1983,10.10647
Chile,CHL,1984,13.63036
Chile,CHL,1985,13.64199
Chile,CHL,1986,12.95582
Chile,CHL,1987,13.35124
Chile,CHL,1988,18608
Chile,CHL,1989,25.14406
Chile,CHL,1990,30.291498
Chile,CHL,1991,24.885874
Chile,CHL,1992,21.517826
Chile,CHL,1993,21.70972
Chile,CHL,1994,25.605772
Chile,CHL,1995,27.604967
Chile,CHL,1996,38.25277
Chile,CHL,1997,49.797684
Chile,CHL,1998,46.853783
Chile,CHL,1999,48.350563
Chile,CHL,2000,37.3637
Chile,CHL,2001,29.314577
Chile,CHL,2002,29.547178
Chile,CHL,2003,28.250433
Chile,CHL,2004,32.723408
Chile,CHL,2005,32.070107
Chile,CHL,2006,40.038475
Chile,CHL,2007,47.521572
Chile,CHL,2008,50.81752
Chile,CHL,2009,46.457577
Chile,CHL,2010,52.229168
Chile,CHL,2011,66.98647
Chile,CHL,2012,78.09894
Chile,CHL,2013,87.787895
Chile,CHL,2014,88.5578
Chile,CHL,2015,85.05484
Chile,CHL,2016,86.26053
Chile,CHL,2017,89.68967
Chile,CHL,2018,86.561676
Chile,CHL,2019,87.08458
Chile,CHL,2020,73.14578
Chile,CHL,2021,73.52078
China,CHN,1965,1330.7046
China,CHN,1966,1423512
China,CHN,1967,1265344
China,CHN,1968,1255.9237
China,CHN,1969,1516.6101
China,CHN,1970,1929.6497
China,CHN,1971,2224.8772
China,CHN,1972,2352.9233
China,CHN,1973,2383743
China,CHN,1974,2358564
China,CHN,1975,2658211
China,CHN,1976,2723.1646
China,CHN,1977,2995539
China,CHN,1978,3289.1965
China,CHN,1979,3402.7053
China,CHN,1980,3539.0193
China,CHN,1981,3520195
China,CHN,1982,3724838
China,CHN,1983,3989.0046
China,CHN,1984,4338.2666
China,CHN,1985,4736.2646
China,CHN,1986,4951424
China,CHN,1987,5372.2417
China,CHN,1988,5771.2236
China,CHN,1989,6046902
China,CHN,1990,6134517
China,CHN,1991,6433.4277
China,CHN,1992,6731497
China,CHN,1993,7170357
China,CHN,1994,7641.6675
China,CHN,1995,7736.8506
China,CHN,1996,8095.3896
China,CHN,1997,7931.9126
China,CHN,1998,7871717
China,CHN,1999,8099.0327
China,CHN,2000,8211406
China,CHN,2001,8635755
China,CHN,2002,9467458
China,CHN,2003,11283059
China,CHN,2004,13155279
China,CHN,2005,15405105
China,CHN,2006,16918.38
China,CHN,2007,18423912
China,CHN,2008,18715.92
China,CHN,2009,19605.02
China,CHN,2010,20339113
China,CHN,2011,22140643
China,CHN,2012,22418488
China,CHN,2013,22897412
China,CHN,2014,22911172
China,CHN,2015,22477205
China,CHN,2016,22273848
China,CHN,2017,22377885
China,CHN,2018,22514785
China,CHN,2019,22694043
China,CHN,2020,22882256
China,CHN,2021,23936.06
Colombia,COL,1965,23.42282
Colombia,COL,1966,23.42282
Colombia,COL,1967,25.7023
Colombia,COL,1968,23.41119
Colombia,COL,1969,24.99287
Colombia,COL,1970,26.08609
Colombia,COL,1971,20.286291
Colombia,COL,1972,21.07748
Colombia,COL,1973,21.465328
Colombia,COL,1974,25.95738
Colombia,COL,1975,26.384573
Colombia,COL,1976,25.805708
Colombia,COL,1977,26.454634
Colombia,COL,1978,26.73881
Colombia,COL,1979,26.971994
Colombia,COL,1980,28.287111
Colombia,COL,1981,28.820011
Colombia,COL,1982,30.008259
Colombia,COL,1983,33.074528
Colombia,COL,1984,34.43384
Colombia,COL,1985,35.51473
Colombia,COL,1986,35.068428
Colombia,COL,1987,44.094284
Colombia,COL,1988,35.17464
Colombia,COL,1989,40.753387
Colombia,COL,1990,18.581999
Colombia,COL,1991,23.368856
Colombia,COL,1992,39.08699
Colombia,COL,1993,40.98213
Colombia,COL,1994,46.908543
Colombia,COL,1995,41.97691
Colombia,COL,1996,32.54101
Colombia,COL,1997,38.5406
Colombia,COL,1998,36.652992
Colombia,COL,1999,29.272049
Colombia,COL,2000,31.437815
Colombia,COL,2001,30.95842
Colombia,COL,2002,25.461409
Colombia,COL,2003,28.224833
Colombia,COL,2004,24.698715
Colombia,COL,2005,15.562342
Colombia,COL,2006,44.330044
Colombia,COL,2007,39.03194
Colombia,COL,2008,51.6421
Colombia,COL,2009,47.500835
Colombia,COL,2010,55.90734
Colombia,COL,2011,45.266426
Colombia,COL,2012,54.560337
Colombia,COL,2013,58.69
Colombia,COL,2014,62.166916
Colombia,COL,2015,57.779972
Colombia,COL,2016,63.547035
Colombia,COL,2017,48.42814
Colombia,COL,2018,45.462593
Colombia,COL,2019,56.53693
Colombia,COL,2020,47.47986
Colombia,COL,2021,36.866676
Croatia,HRV,1990,9.403425
Croatia,HRV,1991,5.287114
Croatia,HRV,1992,4.6473246
Croatia,HRV,1993,3.9496527
Croatia,HRV,1994,2.4721892
Croatia,HRV,1995,2.0324705
Croatia,HRV,1996,1.6641834
Croatia,HRV,1997,2.829114
Croatia,HRV,1998,2.7048588
Croatia,HRV,1999,2.39899
Croatia,HRV,2000,5.0206594
Croatia,HRV,2001,5.5889707
Croatia,HRV,2002,6.793734
Croatia,HRV,2003,7.555883
Croatia,HRV,2004,8.023572
Croatia,HRV,2005,7.9511404
Croatia,HRV,2006,7.381305
Croatia,HRV,2007,8.01364
Croatia,HRV,2008,8.246868
Croatia,HRV,2009,5.893177
Croatia,HRV,2010,7.9398127
Croatia,HRV,2011,8.172657
Croatia,HRV,2012,7.3292146
Croatia,HRV,2013,7.8520527
Croatia,HRV,2014,7.5210743
Croatia,HRV,2015,7.0444655
Croatia,HRV,2016,7.5709324
Croatia,HRV,2017,4.5628443
Croatia,HRV,2018,4.248253
Croatia,HRV,2019,4.8999634
Croatia,HRV,2020,4.200651
Croatia,HRV,2021,4.9729533
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,1.08159
Cyprus,CYP,1986,0.66291
Cyprus,CYP,1987,1.40723
Cyprus,CYP,1988,0.84899
Cyprus,CYP,1989,0.75595
Cyprus,CYP,1990,0.70943
Cyprus,CYP,1991,0.52335
Cyprus,CYP,1992,0.96529
Cyprus,CYP,1993,0.8141
Cyprus,CYP,1994,1.11648
Cyprus,CYP,1995,1.24441
Cyprus,CYP,1996,1163
Cyprus,CYP,1997,0.88388
Cyprus,CYP,1998,0.16282
Cyprus,CYP,1999,0.27912
Cyprus,CYP,2000,0.41868
Cyprus,CYP,2001,0.61639
Cyprus,CYP,2002,0.51172
Cyprus,CYP,2003,0.51172
Cyprus,CYP,2004,0.51172
Cyprus,CYP,2005,0.51172
Cyprus,CYP,2006,0.3509561
Cyprus,CYP,2007,0.3187186
Cyprus,CYP,2008,0.2606911
Cyprus,CYP,2009,0.13818862
Cyprus,CYP,2010,0.17042612
Cyprus,CYP,2011,0.08016111
Cyprus,CYP,2012,0.0027777778
Cyprus,CYP,2013,0.0027777778
Cyprus,CYP,2014,0.025777778
Cyprus,CYP,2015,0.038685
Cyprus,CYP,2016,0.0051666666
Cyprus,CYP,2017,0.034689166
Cyprus,CYP,2018,0.15830112
Cyprus,CYP,2019,0.19434862
Cyprus,CYP,2020,0.16211778
Cyprus,CYP,2021,0.47995833
Czechia,CZE,1965,410.84137
Czechia,CZE,1966,409.63187
Czechia,CZE,1967,396.14105
Czechia,CZE,1968,410.06216
Czechia,CZE,1969,426.20462
Czechia,CZE,1970,431473
Czechia,CZE,1971,449.5344
Czechia,CZE,1972,443.12625
Czechia,CZE,1973,433.6013
Czechia,CZE,1974,431.99634
Czechia,CZE,1975,441.21893
Czechia,CZE,1976,449.82513
Czechia,CZE,1977,459.54782
Czechia,CZE,1978,461.33884
Czechia,CZE,1979,461.4784
Czechia,CZE,1980,447.18512
Czechia,CZE,1981,445.37085
Czechia,CZE,1982,448.82495
Czechia,CZE,1983,446.30124
Czechia,CZE,1984,454.70975
Czechia,CZE,1985,444.83588
Czechia,CZE,1986,442.82388
Czechia,CZE,1987,437.67178
Czechia,CZE,1988,442.80063
Czechia,CZE,1989,425.75104
Czechia,CZE,1990,345.94446
Czechia,CZE,1991,316.91354
Czechia,CZE,1992,295.92255
Czechia,CZE,1993,287.87988
Czechia,CZE,1994,272.46667
Czechia,CZE,1995,272.72382
Czechia,CZE,1996,272.11865
Czechia,CZE,1997,255.68047
Czechia,CZE,1998,237.00223
Czechia,CZE,1999,215.9442
Czechia,CZE,2000,246.71696
Czechia,CZE,2001,242.13039
Czechia,CZE,2002,237.63069
Czechia,CZE,2003,241.52182
Czechia,CZE,2004,241.88834
Czechia,CZE,2005,233.69691
Czechia,CZE,2006,241.97527
Czechia,CZE,2007,241.51474
Czechia,CZE,2008,229.0496
Czechia,CZE,2009,211.57613
Czechia,CZE,2010,218.38116
Czechia,CZE,2011,214.98866
Czechia,CZE,2012,206.14917
Czechia,CZE,2013,196.5045
Czechia,CZE,2014,190.43584
Czechia,CZE,2015,189.86116
Czechia,CZE,2016,191.2072
Czechia,CZE,2017,182.18321
Czechia,CZE,2018,180.92703
Czechia,CZE,2019,167.33055
Czechia,CZE,2020,145.36671
Czechia,CZE,2021,150.99843
Denmark,DNK,1965,43.008904
Denmark,DNK,1966,48.74482
Denmark,DNK,1967,41.733093
Denmark,DNK,1968,37.392776
Denmark,DNK,1969,34.154984
Denmark,DNK,1970,27.31887
Denmark,DNK,1971,16.718124
Denmark,DNK,1972,17.079819
Denmark,DNK,1973,26.177967
Denmark,DNK,1974,24.728868
Denmark,DNK,1975,23.857782
Denmark,DNK,1976,33.146664
Denmark,DNK,1977,38.13012
Denmark,DNK,1978,42.008724
Denmark,DNK,1979,50.09739
Denmark,DNK,1980,71.49775
Denmark,DNK,1981,57.144005
Denmark,DNK,1982,68.932175
Denmark,DNK,1983,65.83045
Denmark,DNK,1984,69.38574
Denmark,DNK,1985,84.56987
Denmark,DNK,1986,85.54563
Denmark,DNK,1987,83.970924
Denmark,DNK,1988,78.56763
Denmark,DNK,1989,64.56976
Denmark,DNK,1990,70.83368
Denmark,DNK,1991,96.074265
Denmark,DNK,1992,80.024864
Denmark,DNK,1993,83.944176
Denmark,DNK,1994,90.2709
Denmark,DNK,1995,75.46009
Denmark,DNK,1996,103.72332
Denmark,DNK,1997,77.10806
Denmark,DNK,1998,65.53156
Denmark,DNK,1999,55.052933
Denmark,DNK,2000,46.18273
Denmark,DNK,2001,48.81576
Denmark,DNK,2002,48.873913
Denmark,DNK,2003,66.68293
Denmark,DNK,2004,51.11385
Denmark,DNK,2005,43.126415
Denmark,DNK,2006,65.441734
Denmark,DNK,2007,54.10831
Denmark,DNK,2008,47.655033
Denmark,DNK,2009,46.883347
Denmark,DNK,2010,44.573666
Denmark,DNK,2011,37.6605
Denmark,DNK,2012,28.763184
Denmark,DNK,2013,37.63481
Denmark,DNK,2014,30.54403
Denmark,DNK,2015,20.100758
Denmark,DNK,2016,24.35453
Denmark,DNK,2017,18.219667
Denmark,DNK,2018,18.555912
Denmark,DNK,2019,10.576769
Denmark,DNK,2020,9.221047
Denmark,DNK,2021,12.841354
Eastern Africa (BP),,1965,21.080893
Eastern Africa (BP),,1966,24.5304
Eastern Africa (BP),,1967,24.770077
Eastern Africa (BP),,1968,26.105837
Eastern Africa (BP),,1969,25.32352
Eastern Africa (BP),,1970,28.672852
Eastern Africa (BP),,1971,29.232458
Eastern Africa (BP),,1972,27.27322
Eastern Africa (BP),,1973,29.954367
Eastern Africa (BP),,1974,27.579937
Eastern Africa (BP),,1975,25.063856
Eastern Africa (BP),,1976,33.091297
Eastern Africa (BP),,1977,26.9591
Eastern Africa (BP),,1978,26.370522
Eastern Africa (BP),,1979,25.88784
Eastern Africa (BP),,1980,26.920055
Eastern Africa (BP),,1981,25.28045
Eastern Africa (BP),,1982,24.409918
Eastern Africa (BP),,1983,27.031952
Eastern Africa (BP),,1984,25.465956
Eastern Africa (BP),,1985,27.175692
Eastern Africa (BP),,1986,31.516434
Eastern Africa (BP),,1987,37.38235
Eastern Africa (BP),,1988,37.635193
Eastern Africa (BP),,1989,37.01012
Eastern Africa (BP),,1990,52.23298
Eastern Africa (BP),,1991,42.960022
Eastern Africa (BP),,1992,43.895397
Eastern Africa (BP),,1993,52.995552
Eastern Africa (BP),,1994,47.6296
Eastern Africa (BP),,1995,46.15705
Eastern Africa (BP),,1996,42.75656
Eastern Africa (BP),,1997,47.485214
Eastern Africa (BP),,1998,44.971336
Eastern Africa (BP),,1999,38.278286
Eastern Africa (BP),,2000,35.46156
Eastern Africa (BP),,2001,37.54143
Eastern Africa (BP),,2002,35.592552
Eastern Africa (BP),,2003,29.22123
Eastern Africa (BP),,2004,35.768166
Eastern Africa (BP),,2005,32.95203
Eastern Africa (BP),,2006,26.851059
Eastern Africa (BP),,2007,27.797733
Eastern Africa (BP),,2008,20.630276
Eastern Africa (BP),,2009,23.62418
Eastern Africa (BP),,2010,31.183228
Eastern Africa (BP),,2011,34.577377
Eastern Africa (BP),,2012,28.638752
Eastern Africa (BP),,2013,43.31849
Eastern Africa (BP),,2014,66.720764
Eastern Africa (BP),,2015,56.173344
Eastern Africa (BP),,2016,45.243607
Eastern Africa (BP),,2017,55.092857
Eastern Africa (BP),,2018,62.456253
Eastern Africa (BP),,2019,53.16425
Eastern Africa (BP),,2020,51.877274
Eastern Africa (BP),,2021,55.767544
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0.0031944443
Ecuador,ECU,1991,0.0064444444
Ecuador,ECU,1992,0.004638889
Ecuador,ECU,1993,0.0008138889
Ecuador,ECU,1994,0.003972222
Ecuador,ECU,1995,0.003972222
Ecuador,ECU,1996,0.0049444446
Ecuador,ECU,1997,0.0062777777
Ecuador,ECU,1998,0.0092222225
Ecuador,ECU,1999,0.012027778
Ecuador,ECU,2000,0.016111111
Ecuador,ECU,2001,0.020833334
Ecuador,ECU,2002,0.0225
Ecuador,ECU,2003,0.8815003
Ecuador,ECU,2004,0.020972222
Ecuador,ECU,2005,0.0245
Ecuador,ECU,2006,0.062975556
Ecuador,ECU,2007,0.025138889
Ecuador,ECU,2008,0.28954723
Ecuador,ECU,2009,0.06921278
Ecuador,ECU,2010,0.115999445
Ecuador,ECU,2011,0.108782776
Ecuador,ECU,2012,0.13059416
Ecuador,ECU,2013,0.14639612
Ecuador,ECU,2014,0.13852888
Ecuador,ECU,2015,0.14999388
Ecuador,ECU,2016,0.08799222
Ecuador,ECU,2017,0.094677225
Ecuador,ECU,2018,0.32408777
Ecuador,ECU,2019,0.0995275
Ecuador,ECU,2020,0.28073335
Ecuador,ECU,2021,0.5498481
Egypt,EGY,1965,4.68689
Egypt,EGY,1966,3.18662
Egypt,EGY,1967,4.90786
Egypt,EGY,1968,5.10557
Egypt,EGY,1969,5.51262
Egypt,EGY,1970,5.08231
Egypt,EGY,1971,4.170669
Egypt,EGY,1972,3.6906874
Egypt,EGY,1973,3.2146716
Egypt,EGY,1974,5.613138
Egypt,EGY,1975,6.708463
Egypt,EGY,1976,6.561646
Egypt,EGY,1977,7.4835796
Egypt,EGY,1978,7.169197
Egypt,EGY,1979,7.9521403
Egypt,EGY,1980,6.4020824
Egypt,EGY,1981,8.251322
Egypt,EGY,1982,8.526778
Egypt,EGY,1983,8.087851
Egypt,EGY,1984,8.201476
Egypt,EGY,1985,8.659639
Egypt,EGY,1986,8.706916
Egypt,EGY,1987,9.210786
Egypt,EGY,1988,10.068685
Egypt,EGY,1989,10.304738
Egypt,EGY,1990,8.828415
Egypt,EGY,1991,9.086647
Egypt,EGY,1992,9.30814
Egypt,EGY,1993,11.21232
Egypt,EGY,1994,12.06716
Egypt,EGY,1995,8.074232
Egypt,EGY,1996,11.097346
Egypt,EGY,1997,9.392376
Egypt,EGY,1998,9.240116
Egypt,EGY,1999,8.399267
Egypt,EGY,2000,10.1112385
Egypt,EGY,2001,8.8946705
Egypt,EGY,2002,9.542124
Egypt,EGY,2003,9.894048
Egypt,EGY,2004,10.112517
Egypt,EGY,2005,9.894048
Egypt,EGY,2006,9.899572
Egypt,EGY,2007,8.999108
Egypt,EGY,2008,8.098236
Egypt,EGY,2009,7.1977835
Egypt,EGY,2010,5.396436
Egypt,EGY,2011,5.126364
Egypt,EGY,2012,4.5418177
Egypt,EGY,2013,4.487145
Egypt,EGY,2014,4.52407
Egypt,EGY,2015,9.319224
Egypt,EGY,2016,14.169939
Egypt,EGY,2017,13.9517765
Egypt,EGY,2018,25.388884
Egypt,EGY,2019,22.940922
Egypt,EGY,2020,8.733375
Egypt,EGY,2021,14.113941
Estonia,EST,1985,67.5203
Estonia,EST,1986,68.341515
Estonia,EST,1987,68.93121
Estonia,EST,1988,65.754234
Estonia,EST,1989,68.07054
Estonia,EST,1990,72.01204
Estonia,EST,1991,66.03763
Estonia,EST,1992,53.468693
Estonia,EST,1993,42702
Estonia,EST,1994,43.683094
Estonia,EST,1995,40.507942
Estonia,EST,1996,42.438255
Estonia,EST,1997,41.94598
Estonia,EST,1998,35.542328
Estonia,EST,1999,32.17135
Estonia,EST,2000,34.268295
Estonia,EST,2001,34.07139
Estonia,EST,2002,33.30796
Estonia,EST,2003,38.57416
Estonia,EST,2004,38.464703
Estonia,EST,2005,38.0906
Estonia,EST,2006,36.38778
Estonia,EST,2007,45.28836
Estonia,EST,2008,40.48205
Estonia,EST,2009,34.96647
Estonia,EST,2010,46.82532
Estonia,EST,2011,47.39325
Estonia,EST,2012,43.544464
Estonia,EST,2013,48.425808
Estonia,EST,2014,47.36029
Estonia,EST,2015,41.96262
Estonia,EST,2016,44.06444
Estonia,EST,2017,50.30153
Estonia,EST,2018,49.14067
Estonia,EST,2019,35.80686
Estonia,EST,2020,29.262743
Estonia,EST,2021,34.122417
Europe,,1965,9511277
Europe,,1966,9385.44
Europe,,1967,9256.84
Europe,,1968,9308798
Europe,,1969,9432775
Europe,,1970,9301574
Europe,,1971,9128504
Europe,,1972,9041876
Europe,,1973,9165502
Europe,,1974,9130.07
Europe,,1975,9112683
Europe,,1976,9350.6
Europe,,1977,9406.34
Europe,,1978,9481177
Europe,,1979,9749822
Europe,,1980,9730223
Europe,,1981,9603929
Europe,,1982,9685924
Europe,,1983,9767.6875
Europe,,1984,9707406
Europe,,1985,9429.62
Europe,,1986,9419216
Europe,,1987,9503838
Europe,,1988,9326826
Europe,,1989,9140236
Europe,,1990,8624.07
Europe,,1991,8048179
Europe,,1992,7558.1587
Europe,,1993,7005.5435
Europe,,1994,6476.7725
Europe,,1995,6357189
Europe,,1996,6163.8994
Europe,,1997,5895.8413
Europe,,1998,5670.36
Europe,,1999,5434.7964
Europe,,2000,5580736
Europe,,2001,5552.1816
Europe,,2002,5544.8164
Europe,,2003,5715.4277
Europe,,2004,5570.4077
Europe,,2005,5399342
Europe,,2006,5594.4307
Europe,,2007,5584.8164
Europe,,2008,5385916
Europe,,2009,4794.5215
Europe,,2010,4956.0864
Europe,,2011,5147.8057
Europe,,2012,5267.5967
Europe,,2013,5085.5054
Europe,,2014,4729881
Europe,,2015,4620.2505
Europe,,2016,4403.3306
Europe,,2017,4148.7983
Europe,,2018,4134545
Europe,,2019,3578.7278
Europe,,2020,3085.2815
Europe,,2021,3253.3857
Europe (BP),,1965,6094.7705
Europe (BP),,1966,5847.7183
Europe (BP),,1967,5658.2207
Europe (BP),,1968,5745.5913
Europe (BP),,1969,5820.6816
Europe (BP),,1970,5725.0273
Europe (BP),,1971,5480.0576
Europe (BP),,1972,5293954
Europe (BP),,1973,5378.1265
Europe (BP),,1974,5329.3047
Europe (BP),,1975,5204392
Europe (BP),,1976,5449988
Europe (BP),,1977,5436553
Europe (BP),,1978,5536945
Europe (BP),,1979,5778368
Europe (BP),,1980,5886538
Europe (BP),,1981,5786.8486
Europe (BP),,1982,5819.3696
Europe (BP),,1983,5900382
Europe (BP),,1984,5890333
Europe (BP),,1985,7239.4033
Europe (BP),,1986,7178.0083
Europe (BP),,1987,7235802
Europe (BP),,1988,7086996
Europe (BP),,1989,6998948
Europe (BP),,1990,6665669
Europe (BP),,1991,6281052
Europe (BP),,1992,5911438
Europe (BP),,1993,5524.5913
Europe (BP),,1994,5208.0376
Europe (BP),,1995,5150.1104
Europe (BP),,1996,5004181
Europe (BP),,1997,4866.9307
Europe (BP),,1998,4732112
Europe (BP),,1999,4470143
Europe (BP),,2000,4600.3286
Europe (BP),,2001,4558.5737
Europe (BP),,2002,4556.1846
Europe (BP),,2003,4737.7275
Europe (BP),,2004,4658.29
Europe (BP),,2005,4549145
Europe (BP),,2006,4763.2573
Europe (BP),,2007,4827159
Europe (BP),,2008,4551231
Europe (BP),,2009,4074.9395
Europe (BP),,2010,4261185
Europe (BP),,2011,4439.3794
Europe (BP),,2012,4538.1445
Europe (BP),,2013,4390.12
Europe (BP),,2014,4122.1123
Europe (BP),,2015,3944307
Europe (BP),,2016,3803145
Europe (BP),,2017,3621812
Europe (BP),,2018,3587.2207
Europe (BP),,2019,3060.0266
Europe (BP),,2020,2633.6797
Europe (BP),,2021,2781.1956
European Union (27),,1965,4557.6743
European Union (27),,1966,4377.4062
European Union (27),,1967,4293374
European Union (27),,1968,4372.6694
European Union (27),,1969,4476927
European Union (27),,1970,4439798
European Union (27),,1971,4313.1924
European Union (27),,1972,4248.1978
European Union (27),,1973,4253.1323
European Union (27),,1974,4307389
European Union (27),,1975,4168.6445
European Union (27),,1976,4389.2144
European Union (27),,1977,4372.0845
European Union (27),,1978,4480247
European Union (27),,1979,4640.8774
European Union (27),,1980,4812972
European Union (27),,1981,4692395
European Union (27),,1982,4765571
European Union (27),,1983,4806.8794
European Union (27),,1984,4987.1807
European Union (27),,1985,5126363
European Union (27),,1986,4996921
European Union (27),,1987,5043.8765
European Union (27),,1988,4978.2173
European Union (27),,1989,4990.7603
European Union (27),,1990,4546.3896
European Union (27),,1991,4285.2563
European Union (27),,1992,3984.9265
European Union (27),,1993,3809954
European Union (27),,1994,3722.7427
European Union (27),,1995,3674.7502
European Union (27),,1996,3682931
European Union (27),,1997,3572.7866
European Union (27),,1998,3410.5916
European Union (27),,1999,3249.3877
European Union (27),,2000,3293935
European Union (27),,2001,3285.5137
European Union (27),,2002,3303.5708
European Union (27),,2003,3416.3777
European Union (27),,2004,3356.3599
European Union (27),,2005,3246.2278
European Union (27),,2006,3334.4604
European Union (27),,2007,3366.7263
European Union (27),,2008,3119.5366
European Union (27),,2009,2766.0134
European Union (27),,2010,2902.2493
European Union (27),,2011,2985.2563
European Union (27),,2012,2971.6328
European Union (27),,2013,2916.1736
European Union (27),,2014,2777.1292
European Union (27),,2015,2771.2568
European Union (27),,2016,2661.1072
European Union (27),,2017,2569724
European Union (27),,2018,2512.2876
European Union (27),,2019,2026.9277
European Union (27),,2020,1658078
European Union (27),,2021,1871.2246
Finland,FIN,1965,20.25982
Finland,FIN,1966,18.804535
Finland,FIN,1967,18.091896
Finland,FIN,1968,21.788618
Finland,FIN,1969,26.138052
Finland,FIN,1970,26.5675
Finland,FIN,1971,23.579445
Finland,FIN,1972,26.157778
