Entity,Code,Year,Renewables (TWh - equivalent)
European Union (27),,2010,1992.3674
European Union (27),,2011,1971.2258
European Union (27),,2012,2214.2683
European Union (27),,2013,2401.3362
European Union (27),,2014,2480.3342
European Union (27),,2015,2527.6047
European Union (27),,2016,2556.7004
European Union (27),,2017,2567726
European Union (27),,2018,2749.1558
European Union (27),,2019,2834.3997
European Union (27),,2020,3045.0537
European Union (27),,2021,3100444
Finland,FIN,1965,27.658304
Finland,FIN,1966,30.695936
Finland,FIN,1967,34.38769
Finland,FIN,1968,31.015532
Finland,FIN,1969,25.860214
Finland,FIN,1970,28.163082
Finland,FIN,1971,31.583033
Finland,FIN,1972,30.69295
Finland,FIN,1973,31.284348
Finland,FIN,1974,37.56272
Finland,FIN,1975,36.10215
Finland,FIN,1976,28.037634
Finland,FIN,1977,36.021503
Finland,FIN,1978,28.975508
Finland,FIN,1979,32.14456
Finland,FIN,1980,30.212067
Finland,FIN,1981,40.376343
Finland,FIN,1982,38.703705
Finland,FIN,1983,40.158302
Finland,FIN,1984,39.172638
Finland,FIN,1985,36.47252
Finland,FIN,1986,36.6368
Finland,FIN,1987,40.794502
Finland,FIN,1988,39.51314
Finland,FIN,1989,38.530464
Finland,FIN,1990,48.575176
Finland,FIN,1991,54.98737
Finland,FIN,1992,60.4847
Finland,FIN,1993,58.87592
Finland,FIN,1994,55.493984
Finland,FIN,1995,59.32402
Finland,FIN,1996,53.791645
Finland,FIN,1997,60.472015
Finland,FIN,1998,74.00029
Finland,FIN,1999,64.32065
Finland,FIN,2000,70.81601
Finland,FIN,2001,65.0539
Finland,FIN,2002,60.031277
Finland,FIN,2003,57.67688
Finland,FIN,2004,76.78003
Finland,FIN,2005,69.58807
Finland,FIN,2006,67.304184
Finland,FIN,2007,72.21028
Finland,FIN,2008,82.76817
Finland,FIN,2009,65.60975
Finland,FIN,2010,73.050446
Finland,FIN,2011,73.400826
Finland,FIN,2012,85.09175
Finland,FIN,2013,77.492096
Finland,FIN,2014,81.669304
Finland,FIN,2015,92.6425
Finland,FIN,2016,88.92391
Finland,FIN,2017,94.10745
Finland,FIN,2018,95.73549
Finland,FIN,2019,95.637825
Finland,FIN,2020,104.03415
Finland,FIN,2021,111.401726
France,FRA,1965,138.62688
France,FRA,1966,155.62485
France,FRA,1967,136.11253
France,FRA,1968,152.05508
France,FRA,1969,159.95525
France,FRA,1970,171.98064
France,FRA,1971,148.91179
France,FRA,1972,149.23094
France,FRA,1973,145.98553
France,FRA,1974,171.30663
France,FRA,1975,182.2583
France,FRA,1976,147.85999
France,FRA,1977,230.07416
France,FRA,1978,206.66707
France,FRA,1979,201.13794
France,FRA,1980,210.28564
France,FRA,1981,218.24358
France,FRA,1982,213.56467
France,FRA,1983,210.31793
France,FRA,1984,199.42366
France,FRA,1985,189.94783
France,FRA,1986,191.63039
France,FRA,1987,215.7934
France,FRA,1988,233.69557
France,FRA,1989,144.39044
France,FRA,1990,165.38866
France,FRA,1991,177.03995
France,FRA,1992,210.7926
France,FRA,1993,198.5692
France,FRA,1994,240.99162
France,FRA,1995,225.40463
France,FRA,1996,205.66096
France,FRA,1997,200.53842
France,FRA,1998,195.07233
France,FRA,1999,226.70569
France,FRA,2000,209.57436
France,FRA,2001,232.92992
France,FRA,2002,192.25381
France,FRA,2003,187.52039
France,FRA,2004,189.3168
France,FRA,2005,169.13683
France,FRA,2006,186.68134
France,FRA,2007,203.96461
France,FRA,2008,235.21991
France,FRA,2009,224.25565
France,FRA,2010,246.42252
France,FRA,2011,207.03708
France,FRA,2012,263.43512
France,FRA,2013,304.77682
France,FRA,2014,291.98755
France,FRA,2015,284.9558
France,FRA,2016,303.02054
France,FRA,2017,286.03693
France,FRA,2018,338.63306
France,FRA,2019,338.3722
France,FRA,2020,363.84662
France,FRA,2021,357195
Germany,DEU,1965,47.939327
Germany,DEU,1966,51.84784
Germany,DEU,1967,49.240704
Germany,DEU,1968,49.97013
Germany,DEU,1969,40.550602
Germany,DEU,1970,54.783787
Germany,DEU,1971,42.98233
Germany,DEU,1972,42.301743
Germany,DEU,1973,48.39508
Germany,DEU,1974,55.591377
Germany,DEU,1975,54.033947
Germany,DEU,1976,45.023567
Germany,DEU,1977,55.96961
Germany,DEU,1978,58.50255
Germany,DEU,1979,58.967728
Germany,DEU,1980,62.663933
Germany,DEU,1981,64.64697
Germany,DEU,1982,64.10721
Germany,DEU,1983,60.24799
Germany,DEU,1984,59.887337
Germany,DEU,1985,56.70161
Germany,DEU,1986,60.013474
Germany,DEU,1987,64.77531
Germany,DEU,1988,64.62666
Germany,DEU,1989,59.607407
Germany,DEU,1990,56.053104
Germany,DEU,1991,51.99034
Germany,DEU,1992,60.96018
Germany,DEU,1993,63.207584
Germany,DEU,1994,68.78809
Germany,DEU,1995,75.09143
Germany,DEU,1996,69.07652
Germany,DEU,1997,73.09991
Germany,DEU,1998,79.20945
Germany,DEU,1999,88.2917
Germany,DEU,2000,115.14318
Germany,DEU,2001,119.49374
Germany,DEU,2002,141.96011
Germany,DEU,2003,146.06094
Germany,DEU,2004,181.11075
Germany,DEU,2005,206.39044
Germany,DEU,2006,244.81165
Germany,DEU,2007,297.99622
Germany,DEU,2008,307.59717
Germany,DEU,2009,312.14725
Germany,DEU,2010,338.2595
Germany,DEU,2011,392.09637
Germany,DEU,2012,447.65652
Germany,DEU,2013,466.67245
Germany,DEU,2014,492.38626
Germany,DEU,2015,560.0959
Germany,DEU,2016,560.99554
Germany,DEU,2017,630.09155
Germany,DEU,2018,648.00653
Germany,DEU,2019,693.52673
Germany,DEU,2020,725.0141
Germany,DEU,2021,683.11334
Greece,GRC,1965,2.3685484
Greece,GRC,1966,5.115591
Greece,GRC,1967,4.908602
Greece,GRC,1968,4.0451612
Greece,GRC,1969,6.0766125
Greece,GRC,1970,7.7946234
Greece,GRC,1971,7.8419356
Greece,GRC,1972,7.9158597
Greece,GRC,1973,6.5733867
Greece,GRC,1974,6.940054
Greece,GRC,1975,5.958333
Greece,GRC,1976,5.5561824
Greece,GRC,1977,5.6833334
Greece,GRC,1978,8.835484
Greece,GRC,1979,10.544623
Greece,GRC,1980,10.068548
Greece,GRC,1981,10.074463
Greece,GRC,1982,10.529838
Greece,GRC,1983,6.9193544
Greece,GRC,1984,8.462903
Greece,GRC,1985,8.294354
Greece,GRC,1986,9.56586
Greece,GRC,1987,8.223374
Greece,GRC,1988,6.999181
Greece,GRC,1989,5.621224
Greece,GRC,1990,5.23683
Greece,GRC,1991,9.169627
Greece,GRC,1992,6.5411077
Greece,GRC,1993,6.8900228
Greece,GRC,1994,7.7978177
Greece,GRC,1995,10.538946
Greece,GRC,1996,12.96344
Greece,GRC,1997,11.58844
Greece,GRC,1998,11.206989
Greece,GRC,1999,14.06072
Greece,GRC,2000,12.253764
Greece,GRC,2001,8.633694
Greece,GRC,2002,10.475116
Greece,GRC,2003,17.118198
Greece,GRC,2004,17.08894
Greece,GRC,2005,18.383135
Greece,GRC,2006,21.889385
Greece,GRC,2007,13.057179
Greece,GRC,2008,16.23083
Greece,GRC,2009,22.945436
Greece,GRC,2010,29.283798
Greece,GRC,2011,22.553469
Greece,GRC,2012,27.92524
Greece,GRC,2013,39.207844
Greece,GRC,2014,33.094967
Greece,GRC,2015,40.10596
Greece,GRC,2016,40.01028
Greece,GRC,2017,36.893166
Greece,GRC,2018,42.89597
Greece,GRC,2019,42.595554
Greece,GRC,2020,46.25033
Greece,GRC,2021,56.727444
High-income countries,,1965,2142.3594
High-income countries,,1966,2264.5508
High-income countries,,1967,2320228
High-income countries,,1968,2385.9421
High-income countries,,1969,2493.6921
High-income countries,,1970,2564785
High-income countries,,1971,2675.3933
High-income countries,,1972,2791.8062
High-income countries,,1973,2800.7795
High-income countries,,1974,3071.3967
High-income countries,,1975,3070.3193
High-income countries,,1976,2955723
High-income countries,,1977,2974.5715
High-income countries,,1978,3197724
High-income countries,,1979,3326.4731
High-income countries,,1980,3301979
High-income countries,,1981,3334903
High-income countries,,1982,3446.4421
High-income countries,,1983,3626.9636
High-income countries,,1984,3637978
High-income countries,,1985,3633.1316
High-income countries,,1986,3644658
High-income countries,,1987,3645359
High-income countries,,1988,3653.0815
High-income countries,,1989,3607.1816
High-income countries,,1990,3755.4072
High-income countries,,1991,3817.4502
High-income countries,,1992,3797.7163
High-income countries,,1993,3995.2798
High-income countries,,1994,3905.2915
High-income countries,,1995,4137.3135
High-income countries,,1996,4226.5527
High-income countries,,1997,4353057
High-income countries,,1998,4282.3477
High-income countries,,1999,4336.7515
High-income countries,,2000,4402228
High-income countries,,2001,4148.1147
High-income countries,,2002,4238535
High-income countries,,2003,4201995
High-income countries,,2004,4321099
High-income countries,,2005,4441.7246
High-income countries,,2006,4555792
High-income countries,,2007,4593.6943
High-income countries,,2008,4844.0186
High-income countries,,2009,4972.7437
High-income countries,,2010,5202.8076
High-income countries,,2011,5534941
High-income countries,,2012,5815.0967
High-income countries,,2013,6152.0483
High-income countries,,2014,6319.8394
High-income countries,,2015,6547.3594
High-income countries,,2016,6792673
High-income countries,,2017,7131.9834
High-income countries,,2018,7434725
High-income countries,,2019,7616.7075
High-income countries,,2020,8145214
High-income countries,,2021,8382696
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.001975
Hong Kong,HKG,2007,0.0024472221
Hong Kong,HKG,2008,0.0022666666
Hong Kong,HKG,2009,0.0030555555
Hong Kong,HKG,2010,0.13015972
Hong Kong,HKG,2011,0.14793696
Hong Kong,HKG,2012,0.14199139
Hong Kong,HKG,2013,0.12536389
Hong Kong,HKG,2014,0.1478425
Hong Kong,HKG,2015,0.19491668
Hong Kong,HKG,2016,0.21950445
Hong Kong,HKG,2017,0.22532806
Hong Kong,HKG,2018,0.23321
Hong Kong,HKG,2019,0.25718
Hong Kong,HKG,2020,0.2599911
Hong Kong,HKG,2021,0.26440609
Hungary,HUN,1965,0.22177416
Hungary,HUN,1966,0.29569888
Hungary,HUN,1967,0.24247305
Hungary,HUN,1968,0.26317194
Hungary,HUN,1969,0.2809139
Hungary,HUN,1970,0.26021498
Hungary,HUN,1971,0.28387085
Hungary,HUN,1972,0.3252689
Hungary,HUN,1973,0.29865584
Hungary,HUN,1974,0.23951611
Hungary,HUN,1975,0.48198915
Hungary,HUN,1976,0.48790333
Hungary,HUN,1977,0.44059137
Hungary,HUN,1978,0.40806445
Hungary,HUN,1979,0.43172055
Hungary,HUN,1980,0.33118275
Hungary,HUN,1981,0.49677414
Hungary,HUN,1982,0.47016138
Hungary,HUN,1983,0.4583333
Hungary,HUN,1984,0.535215
Hungary,HUN,1985,0.4583333
Hungary,HUN,1986,0.45537636
Hungary,HUN,1987,0.4997311
Hungary,HUN,1988,0.4997311
Hungary,HUN,1989,0.46720415
Hungary,HUN,1990,0.58061165
Hungary,HUN,1991,0.6502686
Hungary,HUN,1992,0.61404556
Hungary,HUN,1993,0.6153561
Hungary,HUN,1994,0.6197244
Hungary,HUN,1995,0.6607525
Hungary,HUN,1996,0.77170694
Hungary,HUN,1997,0.8078967
Hungary,HUN,1998,0.64986557
Hungary,HUN,1999,0.7427083
Hungary,HUN,2000,0.7338375
Hungary,HUN,2001,0.7728272
Hungary,HUN,2002,0.703243
Hungary,HUN,2003,1.0214771
Hungary,HUN,2004,2.9223645
Hungary,HUN,2005,5.8997183
Hungary,HUN,2006,4.6865435
Hungary,HUN,2007,5.8942537
Hungary,HUN,2008,7.3639016
Hungary,HUN,2009,9.017728
Hungary,HUN,2010,9.319807
Hungary,HUN,2011,8.276404
Hungary,HUN,2012,8.003603
Hungary,HUN,2013,8.45336
Hungary,HUN,2014,9.562205
Hungary,HUN,2015,9.774447
Hungary,HUN,2016,9.788699
Hungary,HUN,2017,10.410093
Hungary,HUN,2018,11.220429
Hungary,HUN,2019,13.599522
Hungary,HUN,2020,15.738602
Hungary,HUN,2021,19.244316
Iceland,ISL,1965,1.894543
Iceland,ISL,1966,1.8448656
Iceland,ISL,1967,1.9649194
Iceland,ISL,1968,2.0311558
Iceland,ISL,1969,2.5486953
Iceland,ISL,1970,4.2122383
Iceland,ISL,1971,4.5867243
Iceland,ISL,1972,5.0960417
Iceland,ISL,1973,6.5178614
Iceland,ISL,1974,6.6937785
Iceland,ISL,1975,6.573995
Iceland,ISL,1976,7.001393
Iceland,ISL,1977,7.496484
Iceland,ISL,1978,7.754841
Iceland,ISL,1979,8.465525
Iceland,ISL,1980,9.155036
Iceland,ISL,1981,9.470224
Iceland,ISL,1982,10.525831
Iceland,ISL,1983,11.096622
Iceland,ISL,1984,11.544481
Iceland,ISL,1985,11.317032
Iceland,ISL,1986,11.962676
Iceland,ISL,1987,12.238019
Iceland,ISL,1988,13.009819
Iceland,ISL,1989,13.189069
Iceland,ISL,1990,13.085207
Iceland,ISL,1991,13.040133
Iceland,ISL,1992,13.379736
Iceland,ISL,1993,13.912623
Iceland,ISL,1994,14.067051
Iceland,ISL,1995,14.648098
Iceland,ISL,1996,15.05576
Iceland,ISL,1997,16.4388
Iceland,ISL,1998,18.457125
Iceland,ISL,1999,21.088148
Iceland,ISL,2000,22.531403
Iceland,ISL,2001,23.399004
Iceland,ISL,2002,24.352734
Iceland,ISL,2003,24.448772
Iceland,ISL,2004,24.651606
Iceland,ISL,2005,24.647993
Iceland,ISL,2006,27.929216
Iceland,ISL,2007,33.45096
Iceland,ISL,2008,45.810715
Iceland,ISL,2009,46.49437
Iceland,ISL,2010,46.84341
Iceland,ISL,2011,46.947754
Iceland,ISL,2012,47.532955
Iceland,ISL,2013,48.788788
Iceland,ISL,2014,48.514843
Iceland,ISL,2015,50.0691
Iceland,ISL,2016,49.100483
Iceland,ISL,2017,50.637913
Iceland,ISL,2018,51.81439
Iceland,ISL,2019,50.72405
Iceland,ISL,2020,49.59328
Iceland,ISL,2021,50.7219
India,IND,1965,56.67643
India,IND,1966,59.185505
India,IND,1967,66.229225
India,IND,1968,76.435425
India,IND,1969,84.86436
India,IND,1970,90.00013
India,IND,1971,98.71657
India,IND,1972,95.81544
India,IND,1973,102.035866
India,IND,1974,98.18077
India,IND,1975,117.29943
India,IND,1976,122.709625
India,IND,1977,133.88286
India,IND,1978,166.10886
India,IND,1979,160.17592
India,IND,1980,163.93954
India,IND,1981,174.70767
India,IND,1982,147.43451
India,IND,1983,142.0635
India,IND,1984,158.73842
India,IND,1985,153.21062
India,IND,1986,155.44527
India,IND,1987,144.78168
India,IND,1988,161.4958
India,IND,1989,187.38374
India,IND,1990,196545
India,IND,1991,219.2147
India,IND,1992,207.81158
India,IND,1993,210.24007
India,IND,1994,238.96591
India,IND,1995,227768
India,IND,1996,209.23146
India,IND,1997,213.6863
India,IND,1998,254.63559
India,IND,1999,252.88678
India,IND,2000,237.74088
India,IND,2001,224.35129
India,IND,2002,221.57835
India,IND,2003,225.19182
India,IND,2004,324.36652
India,IND,2005,317.38745
India,IND,2006,373.73108
India,IND,2007,413.45132
India,IND,2008,404.2691
India,IND,2009,388.62366
India,IND,2010,412.76053
India,IND,2011,498.89258
India,IND,2012,474.14526
India,IND,2013,534651
India,IND,2014,572.84155
India,IND,2015,576.9415
India,IND,2016,587.47656
India,IND,2017,653.61194
India,IND,2018,732.75354
India,IND,2019,839.4421
India,IND,2020,870.05145
India,IND,2021,916.30054
Indonesia,IDN,1965,5.397133
Indonesia,IDN,1966,7.017579
Indonesia,IDN,1967,7.8800755
Indonesia,IDN,1968,9.735748
Indonesia,IDN,1969,10.180064
Indonesia,IDN,1970,12.375508
Indonesia,IDN,1971,4.077253
Indonesia,IDN,1972,3.646005
Indonesia,IDN,1973,4.5999775
Indonesia,IDN,1974,5.0965657
Indonesia,IDN,1975,5.34486
Indonesia,IDN,1976,3.1363482
Indonesia,IDN,1977,5.214179
Indonesia,IDN,1978,3.7244134
Indonesia,IDN,1979,4.1425934
Indonesia,IDN,1980,3.75055
Indonesia,IDN,1981,3.7374818
Indonesia,IDN,1982,4.077253
Indonesia,IDN,1983,6.1289473
Indonesia,IDN,1984,6.6908765
Indonesia,IDN,1985,8.180641
Indonesia,IDN,1986,13.172664
Indonesia,IDN,1987,13.551639
Indonesia,IDN,1988,14.884586
Indonesia,IDN,1989,18.569796
Indonesia,IDN,1990,22.397854
Indonesia,IDN,1991,24.893078
Indonesia,IDN,1992,31.603092
Indonesia,IDN,1993,29.390018
Indonesia,IDN,1994,28.157347
Indonesia,IDN,1995,30.801697
Indonesia,IDN,1996,32.742382
Indonesia,IDN,1997,25.08728
Indonesia,IDN,1998,39.971134
Indonesia,IDN,1999,41.875664
Indonesia,IDN,2000,43.443775
Indonesia,IDN,2001,51.253487
Indonesia,IDN,2002,47.15481
Indonesia,IDN,2003,44.730076
Indonesia,IDN,2004,47.116478
Indonesia,IDN,2005,49.915047
Indonesia,IDN,2006,46.522663
Indonesia,IDN,2007,52.21059
Indonesia,IDN,2008,56.069435
Indonesia,IDN,2009,58.95807
Indonesia,IDN,2010,76.50952
Indonesia,IDN,2011,63.86644
Indonesia,IDN,2012,67.77494
Indonesia,IDN,2013,81.54525
Indonesia,IDN,2014,85.40066
Indonesia,IDN,2015,73.78559
Indonesia,IDN,2016,107.63937
Indonesia,IDN,2017,108.473366
Indonesia,IDN,2018,168.3011
Indonesia,IDN,2019,191.20496
Indonesia,IDN,2020,221.81679
Indonesia,IDN,2021,239.72942
Iran,IRN,1965,5.083498
Iran,IRN,1966,5.4624734
Iran,IRN,1967,5.880653
Iran,IRN,1968,6.324969
Iran,IRN,1969,6.8084893
Iran,IRN,1970,7.3312144
Iran,IRN,1971,7.8800755
Iran,IRN,1972,10.34995
Iran,IRN,1973,8.768707
Iran,IRN,1974,9.657339
Iran,IRN,1975,10.14086
Iran,IRN,1976,11.343127
Iran,IRN,1977,11.722101
Iran,IRN,1978,18.360706
Iran,IRN,1979,15.916967
Iran,IRN,1980,16.505033
Iran,IRN,1981,18.020933
Iran,IRN,1982,18.909567
Iran,IRN,1983,18.504456
Iran,IRN,1984,17.302189
Iran,IRN,1985,17.443277
Iran,IRN,1986,20.846773
Iran,IRN,1987,23.111826
Iran,IRN,1988,24.383333
Iran,IRN,1989,19.90645
Iran,IRN,1990,21.825539
Iran,IRN,1991,16.579838
Iran,IRN,1992,27.216127
Iran,IRN,1993,31.145967
Iran,IRN,1994,20.391396
Iran,IRN,1995,24.61102
Iran,IRN,1996,26.062902
Iran,IRN,1997,17.567472
Iran,IRN,1998,22.141935
Iran,IRN,1999,15.311291
Iran,IRN,2000,11.288306
Iran,IRN,2001,12.208566
Iran,IRN,2002,23.474142
Iran,IRN,2003,27.886433
Iran,IRN,2004,34.520172
Iran,IRN,2005,41.573612
Iran,IRN,2006,53.022408
Iran,IRN,2007,51.179935
Iran,IRN,2008,21.451982
Iran,IRN,2009,19.413368
Iran,IRN,2010,28.958809
Iran,IRN,2011,30.130459
Iran,IRN,2012,35.129707
Iran,IRN,2013,40.51689
Iran,IRN,2014,39.985226
Iran,IRN,2015,36.123043
Iran,IRN,2016,41.78587
Iran,IRN,2017,47.012012
Iran,IRN,2018,28.677843
Iran,IRN,2019,92.55007
Iran,IRN,2020,65.60483
Iran,IRN,2021,43.695213
Iraq,IRQ,1965,0.20909
Iraq,IRQ,1966,0.27443054
Iraq,IRQ,1967,0.3136347
Iraq,IRQ,1968,0.37897554
Iraq,IRQ,1969,0.4181797
Iraq,IRQ,1970,0.50965667
Iraq,IRQ,1971,0.59139776
Iraq,IRQ,1972,0.59139776
Iraq,IRQ,1973,0.85752696
Iraq,IRQ,1974,1.1827958
Iraq,IRQ,1975,1.3631719
Iraq,IRQ,1976,1.357258
Iraq,IRQ,1977,1.6736559
Iraq,IRQ,1978,2.0935483
Iraq,IRQ,1979,3.0516126
Iraq,IRQ,1980,2.0403225
Iraq,IRQ,1981,1.8037633
Iraq,IRQ,1982,1.7741935
Iraq,IRQ,1983,1.7741935
Iraq,IRQ,1984,1.8037633
Iraq,IRQ,1985,1.8037633
Iraq,IRQ,1986,1.7741935
Iraq,IRQ,1987,7.688172
Iraq,IRQ,1988,7.688172
Iraq,IRQ,1989,7.688172
Iraq,IRQ,1990,13.75078
Iraq,IRQ,1991,6.343286
Iraq,IRQ,1992,15.432721
Iraq,IRQ,1993,18.220175
Iraq,IRQ,1994,18.474564
Iraq,IRQ,1995,21.052896
Iraq,IRQ,1996,19.18901
Iraq,IRQ,1997,19.539946
Iraq,IRQ,1998,18.326118
Iraq,IRQ,1999,10.524072
Iraq,IRQ,2000,9.452244
Iraq,IRQ,2001,10.87277
Iraq,IRQ,2002,13.310001
Iraq,IRQ,2003,13.7927
Iraq,IRQ,2004,16.569277
Iraq,IRQ,2005,14.013028
Iraq,IRQ,2006,14.200732
Iraq,IRQ,2007,12.911794
Iraq,IRQ,2008,8.239191
Iraq,IRQ,2009,7.9039617
Iraq,IRQ,2010,10.033917
Iraq,IRQ,2011,9.378071
Iraq,IRQ,2012,12.056041
Iraq,IRQ,2013,12.686877
Iraq,IRQ,2014,7.836071
Iraq,IRQ,2015,7.0109973
Iraq,IRQ,2016,9.178328
Iraq,IRQ,2017,5.9436936
Iraq,IRQ,2018,5.805379
Iraq,IRQ,2019,14.075589
Iraq,IRQ,2020,9.086035
Iraq,IRQ,2021,8.860918
Ireland,IRL,1965,2.7855725
Ireland,IRL,1966,2.5104542
Ireland,IRL,1967,2.3728952
Ireland,IRL,1968,2.2697256
Ireland,IRL,1969,1.7194892
Ireland,IRL,1970,2.3728952
Ireland,IRL,1971,1.3755914
Ireland,IRL,1972,2.0289972
Ireland,IRL,1973,1.891438
Ireland,IRL,1974,2.338505
Ireland,IRL,1975,1.5475403
Ireland,IRL,1976,1.7538792
Ireland,IRL,1977,2.2009459
Ireland,IRL,1978,2.0633872
Ireland,IRL,1979,2.4416747
Ireland,IRL,1980,2.4760642
Ireland,IRL,1981,2.5448442
Ireland,IRL,1982,2.3728952
Ireland,IRL,1983,2.3041155
Ireland,IRL,1984,2.0289972
Ireland,IRL,1985,2.4760642
Ireland,IRL,1986,2.716793
Ireland,IRL,1987,2.0289972
Ireland,IRL,1988,2.579234
Ireland,IRL,1989,2.0633872
Ireland,IRL,1990,2.0610213
Ireland,IRL,1991,2.2059138
Ireland,IRL,1992,2.430638
Ireland,IRL,1993,2.3064594
Ireland,IRL,1994,2.7766228
Ireland,IRL,1995,2.1556535
Ireland,IRL,1996,2.2625563
Ireland,IRL,1997,2.4113297
Ireland,IRL,1998,3.4798093
Ireland,IRL,1999,3.3452117
Ireland,IRL,2000,3.526562
Ireland,IRL,2001,3.0420187
Ireland,IRL,2002,4.0533037
Ireland,IRL,2003,3.3257463
Ireland,IRL,2004,4.0512753
Ireland,IRL,2005,5.4078875
Ireland,IRL,2006,7.0871015
Ireland,IRL,2007,7.9661455
Ireland,IRL,2008,10.16146
Ireland,IRL,2009,11.576401
Ireland,IRL,2010,10.4839735
Ireland,IRL,2011,15.109839
Ireland,IRL,2012,14.6026325
Ireland,IRL,2013,15.550833
Ireland,IRL,2014,17.561628
Ireland,IRL,2015,21.400562
Ireland,IRL,2016,20.47404
Ireland,IRL,2017,24.013704
Ireland,IRL,2018,27.460331
Ireland,IRL,2019,31.574482
Ireland,IRL,2020,35.9433
Ireland,IRL,2021,30.630503
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.0059166667
Israel,ISR,1982,0.0059166667
Israel,ISR,1983,0.0029444443
Israel,ISR,1984,0.0059166667
Israel,ISR,1985,0.0059166667
Israel,ISR,1986,0.017749999
Israel,ISR,1987,0.029569998
Israel,ISR,1988,0.029569998
Israel,ISR,1989,0.008861111
Israel,ISR,1990,0.008861111
Israel,ISR,1991,0.017749999
Israel,ISR,1992,0.08575278
Israel,ISR,1993,0.07688166
Israel,ISR,1994,0.06801083
Israel,ISR,1995,0.07392472
Israel,ISR,1996,0.07096777
Israel,ISR,1997,0.07392472
Israel,ISR,1998,0.07392472
Israel,ISR,1999,0.09758055
Israel,ISR,2000,0.09166667
Israel,ISR,2001,0.058755554
Israel,ISR,2002,0.09340277
Israel,ISR,2003,0.12470528
Israel,ISR,2004,0.112384446
Israel,ISR,2005,0.11167305
Israel,ISR,2006,0.071135275
Israel,ISR,2007,0.06786277
Israel,ISR,2008,0.092571944
Israel,ISR,2009,0.29326138
Israel,ISR,2010,0.49725252
Israel,ISR,2011,0.8619991
Israel,ISR,2012,1.3613099
Israel,ISR,2013,1.5757489
Israel,ISR,2014,2.6383436
Israel,ISR,2015,3.583319
Israel,ISR,2016,4.9445915
Israel,ISR,2017,4.9470963
Israel,ISR,2018,5.437482
Israel,ISR,2019,8.817533
Israel,ISR,2020,11.583174
Israel,ISR,2021,14.989575
Italy,ITA,1965,133.69693
Italy,ITA,1966,139.04276
Italy,ITA,1967,135.36609
Italy,ITA,1968,136.7861
Italy,ITA,1969,132.91539
Italy,ITA,1970,131.91263
Italy,ITA,1971,128.04727
Italy,ITA,1972,133.5025
Italy,ITA,1973,122.3495
Italy,ITA,1974,124.42359
Italy,ITA,1975,133.14209
Italy,ITA,1976,127.11681
Italy,ITA,1977,162.23732
Italy,ITA,1978,145.7973
Italy,ITA,1979,147.18823
Italy,ITA,1980,145.47942
Italy,ITA,1981,137.37993
Italy,ITA,1982,132.8687
Italy,ITA,1983,132.42094
Italy,ITA,1984,135.4553
Italy,ITA,1985,130.81104
Italy,ITA,1986,131.71739
Italy,ITA,1987,127.54556
Italy,ITA,1988,131.27422
Italy,ITA,1989,109.804504
Italy,ITA,1990,102.83484
Italy,ITA,1991,134.30367
Italy,ITA,1992,134.94185
Italy,ITA,1993,133.31262
Italy,ITA,1994,142.27066
Italy,ITA,1995,122.23053
Italy,ITA,1996,136.31618
Italy,ITA,1997,136297
Italy,ITA,1998,137.11551
Italy,ITA,1999,151.47696
Italy,ITA,2000,150.21736
Italy,ITA,2001,159.5912
Italy,ITA,2002,141.21744
Italy,ITA,2003,136.27657
Italy,ITA,2004,158.66876
Italy,ITA,2005,141.55403
Italy,ITA,2006,147.3913
Italy,ITA,2007,138.17798
Italy,ITA,2008,173.07738
Italy,ITA,2009,208.71487
Italy,ITA,2010,232.81502
Italy,ITA,2011,248.60117
