Entity,Code,Year,Gas Consumption - TWh
Canada,CAN,1993,722.08167
Canada,CAN,1994,747.5287
Canada,CAN,1995,772519
Canada,CAN,1996,785.5823
Canada,CAN,1997,801.0565
Canada,CAN,1998,787.57275
Canada,CAN,1999,841914
Canada,CAN,2000,892.2073
Canada,CAN,2001,840422
Canada,CAN,2002,874.6652
Canada,CAN,2003,897848
Canada,CAN,2004,878.19775
Canada,CAN,2005,875.9175
Canada,CAN,2006,870735
Canada,CAN,2007,936.5643
Canada,CAN,2008,925.4387
Canada,CAN,2009,897.27527
Canada,CAN,2010,915721
Canada,CAN,2011,1005508
Canada,CAN,2012,994.2352
Canada,CAN,2013,1054407
Canada,CAN,2014,1098.4153
Canada,CAN,2015,1103.3245
Canada,CAN,2016,1049.8925
Canada,CAN,2017,1099.0487
Canada,CAN,2018,1156.2998
Canada,CAN,2019,1172.9263
Canada,CAN,2020,1132635
Canada,CAN,2021,1191679
Central America (BP),,1971,0
Central America (BP),,1972,0
Central America (BP),,1973,0
Central America (BP),,1974,0
Central America (BP),,1975,0
Central America (BP),,1976,0
Central America (BP),,1977,0
Central America (BP),,1978,0
Central America (BP),,1979,0
Central America (BP),,1980,0
Central America (BP),,1981,0
Central America (BP),,1982,0
Central America (BP),,1983,0
Central America (BP),,1984,0
Central America (BP),,1985,0
Central America (BP),,1986,0
Central America (BP),,1987,0
Central America (BP),,1988,0
Central America (BP),,1989,0
Central America (BP),,1990,0
Central America (BP),,1991,0
Central America (BP),,1992,0
Central America (BP),,1993,0
Central America (BP),,1994,0
Central America (BP),,1995,0
Central America (BP),,1996,0
Central America (BP),,1997,0
Central America (BP),,1998,0
Central America (BP),,1999,0
Central America (BP),,2000,0
Central America (BP),,2001,0
Central America (BP),,2002,0
Central America (BP),,2003,0
Central America (BP),,2004,0
Central America (BP),,2005,0
Central America (BP),,2006,0
Central America (BP),,2007,0
Central America (BP),,2008,0
Central America (BP),,2009,0
Central America (BP),,2010,0
Central America (BP),,2011,0
Central America (BP),,2012,0
Central America (BP),,2013,0
Central America (BP),,2014,0
Central America (BP),,2015,0
Central America (BP),,2016,0
Central America (BP),,2017,0
Central America (BP),,2018,1.8176506
Central America (BP),,2019,4.792799
Central America (BP),,2020,3.554876
Central America (BP),,2021,2.8053887
Chile,CHL,1965,6.1778
Chile,CHL,1966,6.4515
Chile,CHL,1967,5.718375
Chile,CHL,1968,4.8875
Chile,CHL,1969,6.43195
Chile,CHL,1970,6.422175
Chile,CHL,1971,6.54925
Chile,CHL,1972,5.96275
Chile,CHL,1973,4.682225
Chile,CHL,1974,4.877725
Chile,CHL,1975,5.53265
Chile,CHL,1976,6.04095
Chile,CHL,1977,6.2169
Chile,CHL,1978,5.80635
Chile,CHL,1979,6.871825
Chile,CHL,1980,7038
Chile,CHL,1981,6.930475
Chile,CHL,1982,7.17485
Chile,CHL,1983,7.7418
Chile,CHL,1984,7.91775
Chile,CHL,1985,7.907975
Chile,CHL,1986,7.2335
Chile,CHL,1987,7.01845
Chile,CHL,1988,9.862975
Chile,CHL,1989,15.38585
Chile,CHL,1990,16.51975
Chile,CHL,1991,19.455828
Chile,CHL,1992,21.762056
Chile,CHL,1993,22.534037
Chile,CHL,1994,21.734144
Chile,CHL,1995,20.827003
Chile,CHL,1996,21.1666
Chile,CHL,1997,28.79937
Chile,CHL,1998,39.77111
Chile,CHL,1999,54.32838
Chile,CHL,2000,70.14053
Chile,CHL,2001,79.50152
Chile,CHL,2002,80.17722
Chile,CHL,2003,86.73887
Chile,CHL,2004,94.150185
Chile,CHL,2005,91.077576
Chile,CHL,2006,84.2835
Chile,CHL,2007,49.681034
Chile,CHL,2008,27.651487
Chile,CHL,2009,27.949217
Chile,CHL,2010,57.397537
Chile,CHL,2011,58.365154
Chile,CHL,2012,53.008377
Chile,CHL,2013,53.12584
Chile,CHL,2014,43.98931
Chile,CHL,2015,48.242855
Chile,CHL,2016,59.16301
Chile,CHL,2017,56.14597
Chile,CHL,2018,56.36669
Chile,CHL,2019,65.13059
Chile,CHL,2020,62.354355
Chile,CHL,2021,62.7245
China,CHN,1965,11.086529
China,CHN,1966,13.505408
China,CHN,1967,14.714848
China,CHN,1968,14.110127
China,CHN,1969,19.754179
China,CHN,1970,28.925762
China,CHN,1971,37.6942
China,CHN,1972,48.780727
China,CHN,1973,60.270405
China,CHN,1974,75.892334
China,CHN,1975,89.19617
China,CHN,1976,101.794495
China,CHN,1977,122.15339
China,CHN,1978,138.38004
China,CHN,1979,146.2414
China,CHN,1980,143.82251
China,CHN,1981,128.40216
China,CHN,1982,120.23845
China,CHN,1983,123.06047
China,CHN,1984,125.27778
China,CHN,1985,130.31711
China,CHN,1986,138.6824
China,CHN,1987,139.99263
China,CHN,1988,143.72173
China,CHN,1989,151.6738
China,CHN,1990,154.18338
China,CHN,1991,156.11848
China,CHN,1992,159.14209
China,CHN,1993,168.96878
China,CHN,1994,176.97124
China,CHN,1995,178.79547
China,CHN,1996,187.36234
China,CHN,1997,197.98524
China,CHN,1998,204.16347
China,CHN,1999,216.63078
China,CHN,2000,246.95747
China,CHN,2001,276.45773
China,CHN,2002,294.13568
China,CHN,2003,341.74728
China,CHN,2004,399.8397
China,CHN,2005,469.75107
China,CHN,2006,577.8376
China,CHN,2007,710779
China,CHN,2008,819.32904
China,CHN,2009,902.2403
China,CHN,2010,1088.7406
China,CHN,2011,1351.6287
China,CHN,2012,1508.7759
China,CHN,2013,1718.7854
China,CHN,2014,1883.6313
China,CHN,2015,1946.8953
China,CHN,2016,2094411
China,CHN,2017,2412522
China,CHN,2018,2839.26
China,CHN,2019,3083.7686
China,CHN,2020,3366.1726
China,CHN,2021,3786944
Colombia,COL,1965,8.95125
Colombia,COL,1966,9.33625
Colombia,COL,1967,11.55
Colombia,COL,1968,11.771375
Colombia,COL,1969,12.854188
Colombia,COL,1970,12.49325
Colombia,COL,1971,13.0045
Colombia,COL,1972,15.88525
Colombia,COL,1973,16.46
Colombia,COL,1974,17.12575
Colombia,COL,1975,16.14225
Colombia,COL,1976,17.2045
Colombia,COL,1977,19.25475
Colombia,COL,1978,23.85075
Colombia,COL,1979,25.7215
Colombia,COL,1980,28.3715
Colombia,COL,1981,30.6345
Colombia,COL,1982,33.03125
Colombia,COL,1983,36.55975
Colombia,COL,1984,36.30575
Colombia,COL,1985,36.43225
Colombia,COL,1986,37.07075
Colombia,COL,1987,37.63625
Colombia,COL,1988,37.77825
Colombia,COL,1989,36059
Colombia,COL,1990,37.4195
Colombia,COL,1991,38.5825
Colombia,COL,1992,37.96575
Colombia,COL,1993,39.41675
Colombia,COL,1994,38.9965
Colombia,COL,1995,41.4725
Colombia,COL,1996,45.10275
Colombia,COL,1997,56.74
Colombia,COL,1998,65.88625
Colombia,COL,1999,56909
Colombia,COL,2000,57.358074
Colombia,COL,2001,59.38993
Colombia,COL,2002,59.986816
Colombia,COL,2003,57.499798
Colombia,COL,2004,61.3482
Colombia,COL,2005,64.46344
Colombia,COL,2006,67.64682
Colombia,COL,2007,71.61634
Colombia,COL,2008,72.751144
Colombia,COL,2009,83.7932
Colombia,COL,2010,87.45138
Colombia,COL,2011,85.14971
Colombia,COL,2012,94.65897
Colombia,COL,2013,104.77255
Colombia,COL,2014,113.84062
Colombia,COL,2015,112.117294
Colombia,COL,2016,120.68478
Colombia,COL,2017,118.30533
Colombia,COL,2018,127.299385
Colombia,COL,2019,128.70773
Colombia,COL,2020,131.22678
Colombia,COL,2021,126.2663
Croatia,HRV,1990,25.52275
Croatia,HRV,1991,23636
Croatia,HRV,1992,24.5005
Croatia,HRV,1993,25.8685
Croatia,HRV,1994,24339
Croatia,HRV,1995,22495
Croatia,HRV,1996,25.20725
Croatia,HRV,1997,26.12975
Croatia,HRV,1998,25118
Croatia,HRV,1999,25.4675
Croatia,HRV,2000,25.6955
Croatia,HRV,2001,26925
Croatia,HRV,2002,27567
Croatia,HRV,2003,27.40175
Croatia,HRV,2004,28.418333
Croatia,HRV,2005,27.48239
Croatia,HRV,2006,27.179222
Croatia,HRV,2007,31.229944
Croatia,HRV,2008,30.27039
Croatia,HRV,2009,27.949888
Croatia,HRV,2010,30.614166
Croatia,HRV,2011,29.891666
Croatia,HRV,2012,28.066055
Croatia,HRV,2013,26.537945
Croatia,HRV,2014,23.485712
Croatia,HRV,2015,24.21231
Croatia,HRV,2016,25.243534
Croatia,HRV,2017,28.99667
Croatia,HRV,2018,26.658367
Croatia,HRV,2019,27.981422
Croatia,HRV,2020,29.368093
Croatia,HRV,2021,28.260244
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Cyprus,CYP,2017,0
Cyprus,CYP,2018,0
Cyprus,CYP,2019,0
Cyprus,CYP,2020,0
Czechia,CZE,1965,4.2905
Czechia,CZE,1966,4.49025
Czechia,CZE,1967,5.39375
Czechia,CZE,1968,6.65125
Czechia,CZE,1969,7294
Czechia,CZE,1970,8.0125
Czechia,CZE,1971,9955
Czechia,CZE,1972,10.8105
Czechia,CZE,1973,11.8725
Czechia,CZE,1974,14.47525
Czechia,CZE,1975,16572
Czechia,CZE,1976,18.29625
Czechia,CZE,1977,20793
Czechia,CZE,1978,23299
Czechia,CZE,1979,26.14075
Czechia,CZE,1980,30.11125
Czechia,CZE,1981,30.2075
Czechia,CZE,1982,31.99775
Czechia,CZE,1983,37.54175
Czechia,CZE,1984,39.96025
Czechia,CZE,1985,49.0635
Czechia,CZE,1986,51846
Czechia,CZE,1987,56556
Czechia,CZE,1988,56.91625
Czechia,CZE,1989,58.73775
Czechia,CZE,1990,61.03075
Czechia,CZE,1991,58.88975
Czechia,CZE,1992,67.4505
Czechia,CZE,1993,68.93175
Czechia,CZE,1994,67.32975
Czechia,CZE,1995,76.19525
Czechia,CZE,1996,87687
Czechia,CZE,1997,89.18875
Czechia,CZE,1998,89.38025
Czechia,CZE,1999,89.8605
Czechia,CZE,2000,87.22675
Czechia,CZE,2001,93414
Czechia,CZE,2002,90.2725
Czechia,CZE,2003,91.20475
Czechia,CZE,2004,90.57325
Czechia,CZE,2005,89591
Czechia,CZE,2006,88.31275
Czechia,CZE,2007,84.1855
Czechia,CZE,2008,83.42825
Czechia,CZE,2009,79.1335
Czechia,CZE,2010,93.84875
Czechia,CZE,2011,79.1905
Czechia,CZE,2012,79.7365
Czechia,CZE,2013,80.78675
Czechia,CZE,2014,71898
Czechia,CZE,2015,75.3945
Czechia,CZE,2016,81.59975
Czechia,CZE,2017,83.74775
Czechia,CZE,2018,79.82825
Czechia,CZE,2019,83.2495
Czechia,CZE,2020,84.62375
Czechia,CZE,2021,90.69425
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0.14595
Denmark,DNK,1984,1.178025
Denmark,DNK,1985,6.7137
Denmark,DNK,1986,11.9679
Denmark,DNK,1987,15.189225
Denmark,DNK,1988,18.525225
Denmark,DNK,1989,19.74495
Denmark,DNK,1990,21.048075
Denmark,DNK,1991,24.295815
Denmark,DNK,1992,25.546211
Denmark,DNK,1993,28.70732
Denmark,DNK,1994,32.078045
Denmark,DNK,1995,37.144203
Denmark,DNK,1996,43.754944
Denmark,DNK,1997,45.71891
Denmark,DNK,1998,49.29798
Denmark,DNK,1999,51.693676
Denmark,DNK,2000,51.019352
Denmark,DNK,2001,53.31487
Denmark,DNK,2002,53.817955
Denmark,DNK,2003,54.409176
Denmark,DNK,2004,54.15029
Denmark,DNK,2005,52.00558
Denmark,DNK,2006,52.982906
Denmark,DNK,2007,47.489613
Denmark,DNK,2008,47.7161
Denmark,DNK,2009,45.827923
Denmark,DNK,2010,51.839787
Denmark,DNK,2011,43.473644
Denmark,DNK,2012,40.602894
Denmark,DNK,2013,38.297825
Denmark,DNK,2014,32.894382
Denmark,DNK,2015,33.092525
Denmark,DNK,2016,33.652534
Denmark,DNK,2017,32.162132
Denmark,DNK,2018,31.209858
Denmark,DNK,2019,28.977777
Denmark,DNK,2020,23.225882
Denmark,DNK,2021,23.159172
Eastern Africa (BP),,1966,0.00925
Eastern Africa (BP),,1967,0.00925
Eastern Africa (BP),,1968,0.00925
Eastern Africa (BP),,1969,0.00925
Eastern Africa (BP),,1970,0.00925
Eastern Africa (BP),,1971,0.00925
Eastern Africa (BP),,1972,0.00925
Eastern Africa (BP),,1973,0.00925
Eastern Africa (BP),,1974,0.00925
Eastern Africa (BP),,1975,0.00925
Eastern Africa (BP),,1976,0.00925
Eastern Africa (BP),,1977,0.00925
Eastern Africa (BP),,1978,0.00925
Eastern Africa (BP),,1979,0.01
Eastern Africa (BP),,1980,0.0105
Eastern Africa (BP),,1981,0.01
Eastern Africa (BP),,1982,0.0105
Eastern Africa (BP),,1983,0.0105
Eastern Africa (BP),,1984,4
Eastern Africa (BP),,1985,0.00375
Eastern Africa (BP),,1986,0.0025
Eastern Africa (BP),,1987,1
Eastern Africa (BP),,1988,0.00175
Eastern Africa (BP),,1989,0.00125
Eastern Africa (BP),,1990,0.0015
Eastern Africa (BP),,1991,0.00125
Eastern Africa (BP),,1992,3
Eastern Africa (BP),,1993,0.00325
Eastern Africa (BP),,1994,0.00325
Eastern Africa (BP),,1995,5
Eastern Africa (BP),,1996,5
Eastern Africa (BP),,1997,0.00575
Eastern Africa (BP),,1998,0.013583333
Eastern Africa (BP),,1999,0.019444445
Eastern Africa (BP),,2000,0.023138888
Eastern Africa (BP),,2001,0.021305555
Eastern Africa (BP),,2002,0.02625
Eastern Africa (BP),,2003,0.029565278
Eastern Africa (BP),,2004,1.2567403
Eastern Africa (BP),,2005,4.197484
Eastern Africa (BP),,2006,5.1934443
Eastern Africa (BP),,2007,5.789239
Eastern Africa (BP),,2008,6.154859
Eastern Africa (BP),,2009,7.269698
Eastern Africa (BP),,2010,8.438042
Eastern Africa (BP),,2011,9.550317
Eastern Africa (BP),,2012,10.991392
Eastern Africa (BP),,2013,11.424063
Eastern Africa (BP),,2014,12.551069
Eastern Africa (BP),,2015,16.266699
Eastern Africa (BP),,2016,20.498945
Eastern Africa (BP),,2017,20.234472
Eastern Africa (BP),,2018,21.006283
Eastern Africa (BP),,2019,23.993925
Eastern Africa (BP),,2020,23.027868
Eastern Africa (BP),,2021,26.693722
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0.6978
Ecuador,ECU,1971,0.6978
Ecuador,ECU,1972,1.01181
Ecuador,ECU,1973,0.5815
Ecuador,ECU,1974,1163
Ecuador,ECU,1975,1.45375
Ecuador,ECU,1976,1.32582
Ecuador,ECU,1977,0.84899
Ecuador,ECU,1978,0.87225
Ecuador,ECU,1979,0.62802
Ecuador,ECU,1980,0.48846
Ecuador,ECU,1981,0.79084
Ecuador,ECU,1982,1.02344
Ecuador,ECU,1983,1.26767
Ecuador,ECU,1984,1.82591
Ecuador,ECU,1985,1.8608
Ecuador,ECU,1986,1.84917
Ecuador,ECU,1987,1.72124
Ecuador,ECU,1988,2.01199
Ecuador,ECU,1989,1.59331
Ecuador,ECU,1990,2.61675
Ecuador,ECU,1991,3.20988
Ecuador,ECU,1992,3.22151
Ecuador,ECU,1993,3.70997
Ecuador,ECU,1994,3.34944
Ecuador,ECU,1995,3.23314
Ecuador,ECU,1996,3.43085
Ecuador,ECU,1997,3.12847
Ecuador,ECU,1998,3.18662
Ecuador,ECU,1999,3.00054
Ecuador,ECU,2000,3.26803
Ecuador,ECU,2001,3.32618
Ecuador,ECU,2002,1.3242072
Ecuador,ECU,2003,2.3108556
Ecuador,ECU,2004,5.378899
Ecuador,ECU,2005,5.522699
Ecuador,ECU,2006,6.0344195
Ecuador,ECU,2007,5.4683084
Ecuador,ECU,2008,4.987915
Ecuador,ECU,2009,5.8786893
Ecuador,ECU,2010,6.1890225
Ecuador,ECU,2011,5.6075635
Ecuador,ECU,2012,7.489686
Ecuador,ECU,2013,8.511818
Ecuador,ECU,2014,8.72552
Ecuador,ECU,2015,8.210332
Ecuador,ECU,2016,8.8630905
Ecuador,ECU,2017,8.23237
Ecuador,ECU,2018,7.2747273
Ecuador,ECU,2019,6.4958754
Ecuador,ECU,2020,5.5182943
Ecuador,ECU,2021,5.497367
Egypt,EGY,1965,0.471625
Egypt,EGY,1966,539
Egypt,EGY,1967,539
Egypt,EGY,1968,539
Egypt,EGY,1969,0.683375
Egypt,EGY,1970,0.818125
Egypt,EGY,1971,0.818125
Egypt,EGY,1972,0.683375
Egypt,EGY,1973,0.548625
Egypt,EGY,1974,0.5775
Egypt,EGY,1975,0.48125
Egypt,EGY,1976,3.6575
Egypt,EGY,1977,4.4275
Egypt,EGY,1978,7.1225
Egypt,EGY,1979,10.78
Egypt,EGY,1980,20.9825
Egypt,EGY,1981,23485
Egypt,EGY,1982,25.69875
Egypt,EGY,1983,30.12625
Egypt,EGY,1984,38.6925
Egypt,EGY,1985,47.45125
Egypt,EGY,1986,54.67
Egypt,EGY,1987,60445
Egypt,EGY,1988,66605
Egypt,EGY,1989,74.4975
Egypt,EGY,1990,77.67375
Egypt,EGY,1991,87395
Egypt,EGY,1992,94.5175
Egypt,EGY,1993,108.66625
Egypt,EGY,1994,115.5
Egypt,EGY,1995,121275
Egypt,EGY,1996,125125
Egypt,EGY,1997,128975
Egypt,EGY,1998,131.8625
Egypt,EGY,1999,157.85
Egypt,EGY,2000,192.5
Egypt,EGY,2001,235.8125
Egypt,EGY,2002,255.0625
Egypt,EGY,2003,285.8625
Egypt,EGY,2004,305.1125
Egypt,EGY,2005,304.15
Egypt,EGY,2006,351.3125
Egypt,EGY,2007,369215
Egypt,EGY,2008,393085
Egypt,EGY,2009,409.4475
Egypt,EGY,2010,434.18375
Egypt,EGY,2011,477.5925
Egypt,EGY,2012,506.37125
Egypt,EGY,2013,495.01376
Egypt,EGY,2014,462.1875
Egypt,EGY,2015,460.1877
Egypt,EGY,2016,493.54114
Egypt,EGY,2017,559.34143
Egypt,EGY,2018,595.9461
Egypt,EGY,2019,590.3863
Egypt,EGY,2020,583.08185
Egypt,EGY,2021,618.76666
Estonia,EST,1985,10.486234
Estonia,EST,1986,9.530359
Estonia,EST,1987,10.325344
Estonia,EST,1988,11.12033
Estonia,EST,1989,11.12033
Estonia,EST,1990,14.21525
Estonia,EST,1991,14.27375
Estonia,EST,1992,8.34525
Estonia,EST,1993,4.1365
Estonia,EST,1994,5.94075
Estonia,EST,1995,6.7745
Estonia,EST,1996,7471
Estonia,EST,1997,7.2595
Estonia,EST,1998,6.89
Estonia,EST,1999,6.6975
Estonia,EST,2000,7.69925
Estonia,EST,2001,8.2625
Estonia,EST,2002,6.9285
Estonia,EST,2003,7.90875
Estonia,EST,2004,9008
Estonia,EST,2005,9.30025
Estonia,EST,2006,9.39875
Estonia,EST,2007,9343
Estonia,EST,2008,8961
Estonia,EST,2009,6.10725
Estonia,EST,2010,6542
Estonia,EST,2011,5.85325
Estonia,EST,2012,6343
Estonia,EST,2013,6.4535
Estonia,EST,2014,5.0655
Estonia,EST,2015,4541
Estonia,EST,2016,4.98075
Estonia,EST,2017,4.8887925
Estonia,EST,2018,5.003573
Estonia,EST,2019,4.660554
Estonia,EST,2020,4.3005
Estonia,EST,2021,4.858348
Europe,,1965,1595.9037
Europe,,1966,1786.6346
Europe,,1967,2008.7861
Europe,,1968,2280.0083
Europe,,1969,2583.9653
Europe,,1970,2980.2356
Europe,,1971,3407.7761
Europe,,1972,3805.5903
Europe,,1973,4218347
Europe,,1974,4606.6035
Europe,,1975,4989.5654
Europe,,1976,5461.0176
Europe,,1977,5792.3145
Europe,,1978,6109.8335
Europe,,1979,6470533
Europe,,1980,6579.6167
Europe,,1981,6774.2754
Europe,,1982,7038406
Europe,,1983,7458569
Europe,,1984,8014574
Europe,,1985,7673371
Europe,,1986,7815.6396
Europe,,1987,8216.1875
Europe,,1988,8473.38
Europe,,1989,8641.2295
Europe,,1990,9065899
Europe,,1991,9232273
Europe,,1992,8846302
Europe,,1993,8842119
Europe,,1994,8438882
Europe,,1995,8537651
Europe,,1996,9068158
Europe,,1997,8655.78
Europe,,1998,8868485
Europe,,1999,9048178
Europe,,2000,9259316
Europe,,2001,9413887
Europe,,2002,9468499
Europe,,2003,9779315
Europe,,2004,10045516
Europe,,2005,10212317
Europe,,2006,10348
Europe,,2007,10317612
Europe,,2008,10332942
Europe,,2009,9584.75
Europe,,2010,10317745
Europe,,2011,9934398
Europe,,2012,9704395
Europe,,2013,9545573
Europe,,2014,8946786
Europe,,2015,8898147
Europe,,2016,9313682
Europe,,2017,9565.5
Europe,,2018,9739818
Europe,,2019,9746001
Europe,,2020,9369797
Europe,,2021,10073819
Europe (BP),,1965,379.1453
Europe (BP),,1966,429.26025
Europe (BP),,1967,514.3611
Europe (BP),,1968,666.4043
Europe (BP),,1969,859.53156
Europe (BP),,1970,1085.3883
Europe (BP),,1971,1336.5579
Europe (BP),,1972,1627.1074
Europe (BP),,1973,1849.1982
Europe (BP),,1974,2094.4465
Europe (BP),,1975,2248.5957
Europe (BP),,1976,2444.7502
Europe (BP),,1977,2560.3447
Europe (BP),,1978,2663.3577
Europe (BP),,1979,2811932
Europe (BP),,1980,2808.8428
Europe (BP),,1981,2781.2327
Europe (BP),,1982,2728.2874
Europe (BP),,1983,2837.0488
Europe (BP),,1984,2971.7598
Europe (BP),,1985,4026.4607
Europe (BP),,1986,4129.31
Europe (BP),,1987,4311.6753
Europe (BP),,1988,4348913
Europe (BP),,1989,4469701
Europe (BP),,1990,4826.9204
Europe (BP),,1991,4886.94
Europe (BP),,1992,4618964
Europe (BP),,1993,4642214
Europe (BP),,1994,4508473
Europe (BP),,1995,4762982
Europe (BP),,1996,5277245
Europe (BP),,1997,5155936
Europe (BP),,1998,5230537
Europe (BP),,1999,5438863
Europe (BP),,2000,5584936
Europe (BP),,2001,5694592
Europe (BP),,2002,5712.7163
Europe (BP),,2003,5971038
Europe (BP),,2004,6115666
Europe (BP),,2005,6275513
Europe (BP),,2006,6228661
Europe (BP),,2007,6173.6323
Europe (BP),,2008,6259033
Europe (BP),,2009,5774.7583
Europe (BP),,2010,6229469
Europe (BP),,2011,5804174
Europe (BP),,2012,5657.2266
Europe (BP),,2013,5543.8613
Europe (BP),,2014,5000054
Europe (BP),,2015,5092
Europe (BP),,2016,5374388
Europe (BP),,2017,5588087
Europe (BP),,2018,5474008
Europe (BP),,2019,5544842
Europe (BP),,2020,5419552
Europe (BP),,2021,5710.6323
European Union (27),,1965,367.09137
European Union (27),,1966,416.64465
European Union (27),,1967,495.35828
European Union (27),,1968,628.4308
European Union (27),,1969,789.8718
European Union (27),,1970,956.7552
European Union (27),,1971,1133.0686
European Union (27),,1972,1340.7644
European Union (27),,1973,1538.9799
European Union (27),,1974,1723.5647
European Union (27),,1975,1857.8682
European Union (27),,1976,2030.1902
European Union (27),,1977,2115.3975
European Union (27),,1978,2197.0815
European Union (27),,1979,2298.7844
European Union (27),,1980,2290.25
European Union (27),,1981,2253.8933
European Union (27),,1982,2193.6873
European Union (27),,1983,2276.8967
European Union (27),,1984,2394.4106
European Union (27),,1985,2511.4229
European Union (27),,1986,2547.8074
European Union (27),,1987,2681.7915
European Union (27),,1988,2679.2014
European Union (27),,1989,2773.6245
European Union (27),,1990,2913043
European Union (27),,1991,2982.0686
European Union (27),,1992,2883.6975
European Union (27),,1993,2941.9368
European Union (27),,1994,2905.9587
European Union (27),,1995,3147952
European Union (27),,1996,3419.71
European Union (27),,1997,3328.0767
European Union (27),,1998,3419.5996
European Union (27),,1999,3505.4229
European Union (27),,2000,3588841
European Union (27),,2001,3713.2805
European Union (27),,2002,3739979
European Union (27),,2003,3941.9382
European Union (27),,2004,4048.0625
European Union (27),,2005,4186892
European Union (27),,2006,4173.6826
European Union (27),,2007,4105.0317
European Union (27),,2008,4187.0767
European Union (27),,2009,3933.2737
European Union (27),,2010,4228098
European Union (27),,2011,3890.4392
European Union (27),,2012,3821.7495
European Union (27),,2013,3745.0645
European Union (27),,2014,3313.7783
European Union (27),,2015,3467.1348
European Union (27),,2016,3681.6177
European Union (27),,2017,3851.7996
European Union (27),,2018,3781.0706
European Union (27),,2019,3918.4568
European Union (27),,2020,3803.4224
European Union (27),,2021,3966.2483
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,4.4444447
Finland,FIN,1975,7355
Finland,FIN,1976,8.618333
Finland,FIN,1977,8765
Finland,FIN,1978,9.543333
Finland,FIN,1979,9.509444
Finland,FIN,1980,8.945556
Finland,FIN,1981,7.1180553
Finland,FIN,1982,6.7233334
Finland,FIN,1983,6.520278
Finland,FIN,1984,7.4677777
Finland,FIN,1985,9.475555
Finland,FIN,1986,11.472222
Finland,FIN,1987,15.172222
Finland,FIN,1988,16.32
Finland,FIN,1989,21.4
Finland,FIN,1990,25.21
Finland,FIN,1991,26.57
Finland,FIN,1992,27.59
Finland,FIN,1993,28.51
Finland,FIN,1994,31.47
Finland,FIN,1995,32.68
Finland,FIN,1996,34.189445
Finland,FIN,1997,33.638332
Finland,FIN,1998,38.53639
Finland,FIN,1999,38.58
Finland,FIN,2000,39.41
Finland,FIN,2001,42.76
Finland,FIN,2002,42.46
Finland,FIN,2003,47
Finland,FIN,2004,45.28
Finland,FIN,2005,41.43
Finland,FIN,2006,44.28
Finland,FIN,2007,40.96
Finland,FIN,2008,41.880554
Finland,FIN,2009,37.38
Finland,FIN,2010,41.3
Finland,FIN,2011,36.12
Finland,FIN,2012,31945
Finland,FIN,2013,29.706667
Finland,FIN,2014,26.556667
Finland,FIN,2015,22.87861
Finland,FIN,2016,20.076666
Finland,FIN,2017,18.324167
Finland,FIN,2018,21.012777
Finland,FIN,2019,20.338888
